250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250
250	250	250	250	250	250	249	250	250	250	250	250	250	250	250	249	250	250	250	250	250	250
250	250	250	250	250	250	65	250	250	250	250	250	250	250	250	65	250	250	250	250	250	250
249	249	249	250	250	250	249	250	250	249	249	249	250	250	250	249	250	250	250	249	249	249
249	249	249	250	250	250	65	250	250	249	249	249	250	250	250	65	250	250	250	249	249	249
250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250
250	250	250	250	250	246	249	250	250	250	250	250	250	250	246	249	250	250	250	250	250	250
250	250	250	250	250	250	250	12	250	250	250	250	250	250	250	250	12	250	250	250	250	250
249	249	249	249	249	250	250	250	250	250	250	249	250	250	250	250	250	250	249	249	249	249
249	249	249	249	249	250	250	250	250	250	250	65	250	250	250	250	250	250	249	249	249	249
249	249	249	249	249	249	249	249	250	250	250	249	250	250	250	249	249	249	249	249	249	249
249	249	249	249	249	249	249	249	250	250	250	65	250	250	250	249	249	249	249	249	249	249
249	249	249	249	249	250	250	250	250	250	250	250	250	250	250	250	250	250	249	249	249	249
249	249	249	249	249	250	250	250	250	250	246	249	250	250	250	250	250	250	249	249	249	249
250	250	250	250	250	250	250	250	250	250	250	250	12	250	250	250	250	250	250	250	250	250
250	250	250	250	250	250	249	250	250	250	250	250	250	250	250	249	250	250	250	250	250	250
250	250	250	250	250	250	65	250	250	250	250	250	250	250	250	65	250	250	250	250	250	250
249	249	249	250	250	250	249	250	250	249	249	249	250	250	250	249	250	250	250	249	249	249
249	249	249	250	250	250	65	250	250	249	249	249	250	250	250	65	250	250	250	249	249	249
250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250
250	250	250	250	250	246	249	250	250	250	250	250	250	250	246	249	250	250	250	250	250	250
250	250	250	250	250	250	250	12	250	250	250	250	250	250	250	250	12	250	250	250	250	250
249	249	249	249	249	250	250	250	250	250	250	249	250	250	250	250	250	250	249	249	249	249
249	249	249	249	249	250	250	250	250	250	250	65	250	250	250	250	250	250	249	249	249	249
249	249	249	249	249	249	249	249	250	250	250	249	250	250	250	249	249	249	249	249	249	249
249	249	249	249	249	249	249	249	250	250	250	65	250	250	250	249	249	249	249	249	249	249
249	249	249	249	249	250	250	250	250	250	250	250	250	250	250	250	250	250	249	249	249	249
249	249	249	249	249	250	250	250	250	250	246	249	250	250	250	250	250	250	249	249	249	249
250	250	250	250	250	250	250	250	250	250	250	250	12	250	250	250	250	250	250	250	250	250
250	250	250	250	250	250	249	250	250	250	250	250	250	250	250	249	250	250	250	250	250	250
250	250	250	250	250	250	65	250	250	250	250	250	250	250	250	65	250	250	250	250	250	250
249	249	249	250	250	250	249	250	250	249	249	249	250	250	250	249	250	250	250	249	249	249
249	249	249	250	250	250	65	250	250	249	249	249	250	250	250	65	250	250	250	249	249	249
250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250
250	250	250	250	250	246	249	250	250	250	250	250	250	250	246	249	250	250	250	250	250	250
250	250	250	250	250	250	250	12	250	250	250	250	250	250	250	250	12	250	250	250	250	250
