249	249	249	249	249	249	250	250	250	249	249	249	249	249	249
249	249	249	249	249	249	250	95	250	249	249	249	249	249	249
249	249	249	249	249	249	250	9	250	249	249	249	249	249	249
249	249	249	249	249	249	250	250	250	249	249	249	249	249	249
249	249	249	249	249	250	250	250	250	250	249	249	249	249	249
249	249	249	249	249	250	95	250	95	250	249	249	249	249	249
249	249	249	249	249	250	9	250	9	250	249	249	249	249	249
249	249	249	249	249	250	250	250	250	250	249	249	249	249	249
249	249	249	249	250	250	250	249	250	250	250	249	249	249	249
249	249	249	249	250	95	250	249	250	95	250	249	249	249	249
249	249	249	249	250	9	250	249	250	9	250	249	249	249	249
249	249	249	249	250	250	250	249	250	250	250	249	249	249	249
249	249	249	250	250	250	249	249	249	250	250	250	249	249	249
249	249	249	250	95	250	249	249	249	250	95	250	249	249	249
249	249	249	250	9	250	249	249	249	250	9	250	249	249	249
249	249	249	250	250	250	249	249	249	250	250	250	249	249	249
249	249	250	250	250	249	249	249	249	249	250	250	250	249	249
249	249	250	95	250	249	249	249	249	249	250	95	250	249	249
249	249	250	9	250	249	249	249	249	249	250	9	250	249	249
249	249	250	250	250	249	249	249	249	249	250	250	250	249	249
249	250	250	250	249	249	250	250	250	249	249	250	250	250	249
249	250	95	250	249	249	250	95	250	249	249	250	95	250	249
249	250	9	250	249	249	250	9	250	249	249	250	9	250	249
249	250	250	250	249	249	250	250	250	249	249	250	250	250	249
250	250	250	249	249	250	250	250	250	250	249	249	250	250	250
250	95	250	249	249	250	95	250	95	250	249	249	250	95	250
250	9	250	249	249	250	9	250	9	250	249	249	250	9	250
250	250	250	249	249	250	250	250	250	250	249	249	250	250	250
249	250	250	250	249	249	250	250	250	249	249	250	250	250	249
249	250	95	250	249	249	250	95	250	249	249	250	95	250	249
249	250	9	250	249	249	250	9	250	249	249	250	9	250	249
249	250	250	250	249	249	250	250	250	249	249	250	250	250	249
249	249	250	250	250	249	249	249	249	249	250	250	250	249	249
249	249	250	95	250	249	249	249	249	249	250	95	250	249	249
249	249	250	9	250	249	249	249	249	249	250	9	250	249	249
249	249	250	250	250	249	249	249	249	249	250	250	250	249	249
249	249	249	250	250	250	249	249	249	250	250	250	249	249	249
249	249	249	250	95	250	249	249	249	250	95	250	249	249	249
249	249	249	250	9	250	249	249	249	250	9	250	249	249	249
249	249	249	250	250	250	249	249	249	250	250	250	249	249	249
249	249	249	249	250	250	250	249	250	250	250	249	249	249	249
249	249	249	249	250	95	250	249	250	95	250	249	249	249	249
249	249	249	249	250	9	250	249	250	9	250	249	249	249	249
249	249	249	249	250	250	250	249	250	250	250	249	249	249	249
249	249	249	249	249	250	250	250	250	250	249	249	249	249	249
249	249	249	249	249	250	95	250	95	250	249	249	249	249	249
249	249	249	249	249	250	9	250	9	250	249	249	249	249	249
249	249	249	249	249	250	250	250	250	250	249	249	249	249	249
249	249	249	249	249	249	250	250	250	249	249	249	249	249	249
249	249	249	249	249	249	250	95	250	249	249	249	249	249	249
249	249	249	249	249	249	250	9	250	249	249	249	249	249	249
249	249	249	249	249	249	250	250	250	249	249	249	249	249	249
