249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118
249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118
250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249
118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249
250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
249	249	249	249	118	249	249	249	249	249	249	249	118	249	249	249	249	249	249	249	118	249	249	249	249	249	249	249	118	249	249	249	249	249	249	249	118	249	249	249	249	249	249	249	118	249	249	249
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
249	249	249	12	246	249	249	249	249	249	249	12	246	249	249	249	249	249	249	12	246	249	249	249	249	249	249	12	246	249	249	249	249	249	249	12	246	249	249	249	249	249	249	12	246	249	249	249
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118
249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118
250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249
118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249
250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
249	249	249	249	118	249	249	249	249	249	249	249	118	249	249	249	249	249	249	249	118	249	249	249	249	249	249	249	118	249	249	249	249	249	249	249	118	249	249	249	249	249	249	249	118	249	249	249
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
249	249	249	12	246	249	249	249	249	249	249	12	246	249	249	249	249	249	249	12	246	249	249	249	249	249	249	12	246	249	249	249	249	249	249	12	246	249	249	249	249	249	249	12	246	249	249	249
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118
249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118
250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249
118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249	118	249
250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
249	249	249	249	118	249	249	249	249	249	249	249	118	249	249	249	249	249	249	249	118	249	249	249	249	249	249	249	118	249	249	249	249	249	249	249	118	249	249	249	249	249	249	249	118	249	249	249
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
