249	118	249	249	249	249	249	249	249	249	249	118	249	249	249	249	249	249	249	249	249	118	249
249	118	249	249	249	249	249	249	249	249	249	118	249	249	249	249	249	249	249	249	249	118	249
249	65	249	249	249	249	249	249	249	249	249	65	249	249	249	249	249	249	249	249	249	65	249
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
246	249	249	249	249	249	249	249	249	249	246	249	249	249	249	249	249	249	249	249	246	249	249
249	249	12	249	249	249	249	249	249	249	249	249	12	249	249	249	249	249	249	249	249	249	12
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
249	249	249	249	249	249	118	249	249	249	249	249	249	249	249	249	118	249	249	249	249	249	249
249	249	249	249	249	249	118	249	249	249	249	249	249	249	249	249	118	249	249	249	249	249	249
249	249	249	249	249	249	65	249	249	249	249	249	249	249	249	249	65	249	249	249	249	249	249
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
249	249	249	249	249	246	249	249	249	249	249	249	249	249	249	246	249	249	249	249	249	249	249
249	249	249	249	249	249	249	12	249	249	249	249	249	249	249	249	249	12	249	249	249	249	249
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
249	118	249	249	249	249	249	249	249	249	249	118	249	249	249	249	249	249	249	249	249	118	249
249	118	249	249	249	249	249	249	249	249	249	118	249	249	249	249	249	249	249	249	249	118	249
249	65	249	249	249	249	249	249	249	249	249	65	249	249	249	249	249	249	249	249	249	65	249
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
246	249	249	249	249	249	249	249	249	249	246	249	249	249	249	249	249	249	249	249	246	249	249
249	249	12	249	249	249	249	249	249	249	249	249	12	249	249	249	249	249	249	249	249	249	12
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
249	249	249	249	249	249	118	249	249	249	249	249	249	249	249	249	118	249	249	249	249	249	249
249	249	249	249	249	249	118	249	249	249	249	249	249	249	249	249	118	249	249	249	249	249	249
249	249	249	249	249	249	65	249	249	249	249	249	249	249	249	249	65	249	249	249	249	249	249
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
249	249	249	249	249	246	249	249	249	249	249	249	249	249	249	246	249	249	249	249	249	249	249
249	249	249	249	249	249	249	12	249	249	249	249	249	249	249	249	249	12	249	249	249	249	249
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
249	118	249	249	249	249	249	249	249	249	249	118	249	249	249	249	249	249	249	249	249	118	249
249	118	249	249	249	249	249	249	249	249	249	118	249	249	249	249	249	249	249	249	249	118	249
249	65	249	249	249	249	249	249	249	249	249	65	249	249	249	249	249	249	249	249	249	65	249
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
246	249	249	249	249	249	249	249	249	249	246	249	249	249	249	249	249	249	249	249	246	249	249
249	249	12	249	249	249	249	249	249	249	249	249	12	249	249	249	249	249	249	249	249	249	12
