249	250	250	250	250	250	249	249	249	250	250	250	250	250	249	249	249	250	250	250	250	250	249
12	250	250	250	250	250	246	249	12	250	250	250	250	250	246	249	12	250	250	250	250	250	246
249	249	250	249	250	249	249	249	249	249	250	249	250	249	249	249	249	249	250	249	250	249	249
249	12	250	65	250	246	249	249	249	12	250	65	250	246	249	249	249	12	250	65	250	246	249
249	249	249	65	249	249	249	249	249	249	249	65	249	249	249	249	249	249	249	65	249	249	249
249	249	12	65	246	249	249	249	249	249	12	65	246	249	249	249	249	249	12	65	246	249	249
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
249	249	249	249	249	250	250	250	250	250	249	249	249	250	250	250	250	250	249	249	249	249	249
249	249	249	249	12	250	250	250	250	250	246	249	12	250	250	250	250	250	246	249	249	249	249
249	249	249	249	249	249	250	249	250	249	249	249	249	249	250	249	250	249	249	249	249	249	249
249	249	249	249	249	12	250	65	250	246	249	249	249	12	250	65	250	246	249	249	249	249	249
249	249	249	249	249	249	249	65	249	249	249	249	249	249	249	65	249	249	249	249	249	249	249
249	249	249	249	249	249	12	65	246	249	249	249	249	249	12	65	246	249	249	249	249	249	249
249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249	249
249	249	249	249	249	249	249	249	249	250	250	250	250	250	249	249	249	249	249	249	249	249	249
249	249	249	249	249	249	249	249	12	250	250	250	250	250	246	249	249	249	249	249	249	249	249
249	249	249	249	249	249	249	249	249	249	250	249	250	249	249	249	249	249	249	249	249	249	249
249	249	249	249	249	249	249	249	249	12	250	65	250	246	249	249	249	249	249	249	249	249	249
249	249	249	249	249	249	249	249	249	249	249	65	249	249	249	249	249	249	249	249	249	249	249
249	249	249	249	249	249	249	249	249	249	12	65	246	249	249	249	249	249	249	249	249	249	249
